street,zip,state,city,beds,baths,sq__ft,sale_date,price,latitude,longitude,price_mean,price_median,n_price_mean,s_price_mean,n_sq__ft,s_sq__ft,b_price,p_price,d_Condo,d_Multi-Family,d_Residential,d_Unkown
113 RINETTI WAY,95673,CA,RIO LINDA,0,0,0,2008-05-16T00:00:00Z,30000.0,38.687172,-121.463933,30000.0,30000.0,0.03220985486374583,-1.5078856680913844,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
15 LOORZ CT,95823,CA,SACRAMENTO,2,1,838,2008-05-16T00:00:00Z,55422.0,38.471646,-121.435158,55422.0,55422.0,0.06099255128000462,-1.3198757640371386,0.14393679148059085,-0.5608247917236809,1,1,0.0,0.0,1.0,0.0
5805 DOTMAR WAY,95660,CA,NORTH HIGHLANDS,2,1,904,2008-05-16T00:00:00Z,63000.0,38.672642,-121.380343,63000.0,63000.0,0.06957233546073033,-1.2638322169942986,0.15527310202679492,-0.4835062970652333,1,1,0.0,0.0,1.0,0.0
2332 CAMBRIDGE ST,95815,CA,SACRAMENTO,2,1,1032,2008-05-16T00:00:00Z,65000.0,38.608085,-121.449651,65000.0,65000.0,0.07183672822418394,-1.2490410987459906,0.17725867399519066,-0.3335552771215772,1,1,0.0,0.0,1.0,0.0
3812 BELDEN ST,95838,CA,SACRAMENTO,2,1,904,2008-05-16T00:00:00Z,65000.0,38.636833,-121.44164,65000.0,65000.0,0.07183672822418394,-1.2490410987459906,0.15527310202679492,-0.4835062970652333,1,1,0.0,0.0,1.0,0.0
3348 40TH ST,95817,CA,SACRAMENTO,2,1,1080,2008-05-16T00:00:00Z,65000.0,38.544162,-121.460652,65000.0,65000.0,0.07183672822418394,-1.2490410987459906,0.18550326348333904,-0.2773236446427061,1,1,0.0,0.0,1.0,0.0
127 QUASAR CIR,95822,CA,SACRAMENTO,2,2,990,2008-05-16T00:00:00Z,66500.0,38.493504,-121.475304,66500.0,66500.0,0.07353502279677415,-1.2379477600597593,0.1700446581930608,-0.3827579555405893,1,1,0.0,0.0,1.0,0.0
3812 CYPRESS ST,95838,CA,SACRAMENTO,2,1,900,2008-05-16T00:00:00Z,71000.0,38.636877,-121.444948,71000.0,71000.0,0.07862990651454478,-1.2046677440010658,0.15458605290278254,-0.4881922664384725,1,1,0.0,0.0,1.0,0.0
5821 64TH ST,95824,CA,SACRAMENTO,2,1,861,2008-05-16T00:00:00Z,75000.0,38.521202,-121.428146,75000.0,75000.0,0.08315869204145197,-1.1750855075044493,0.14788732394366194,-0.5338804678275552,1,1,0.0,0.0,1.0,0.0
8248 CENTER PKWY,95823,CA,SACRAMENTO,2,1,906,2008-05-16T00:00:00Z,77000.0,38.45900200000001,-121.428794,77000.0,77000.0,0.08542308480490557,-1.1602943892561408,0.1556166265888011,-0.4811633123786136,1,1,1.0,0.0,0.0,0.0
1171 SONOMA AVE,95815,CA,SACRAMENTO,2,1,1011,2008-05-16T00:00:00Z,85000.0,38.6238,-121.439872,85000.0,85000.0,0.09448065585872,-1.1011299162629082,0.17365166609412572,-0.3581566163310833,1,1,0.0,0.0,1.0,0.0
4250 ARDWELL WAY,95823,CA,SACRAMENTO,3,2,1089,2008-05-16T00:00:00Z,95625.0,38.466938,-121.455631,95625.0,95625.0,0.10651024241456727,-1.0225521005687708,0.1870491240123669,-0.2667802135529178,1,2,0.0,0.0,1.0,0.0
3104 CLAY ST,95815,CA,SACRAMENTO,2,1,832,2008-05-16T00:00:00Z,96140.0,38.62391,-121.439208,96140.0,96140.0,0.1070933235511566,-1.0187433876198313,0.1429062177945723,-0.5678537457835398,1,2,0.0,0.0,1.0,0.0
6063 LAND PARK DR,95822,CA,SACRAMENTO,2,1,800,2008-05-16T00:00:00Z,104250.0,38.517029,-121.513809,104250.0,104250.0,0.11627543620696094,-0.9587654031229416,0.13740982480247338,-0.6053415007694538,1,2,1.0,0.0,0.0,0.0
4738 OAKHOLLOW DR,95842,CA,SACRAMENTO,4,2,1292,2008-05-16T00:00:00Z,105000.0,38.679598,-121.356035,105000.0,105000.0,0.11712458349325608,-0.9532187337798259,0.2219168670559945,-0.02896726786102575,1,2,0.0,0.0,1.0,0.0
1401 STERLING ST,95822,CA,SACRAMENTO,2,1,810,2008-05-16T00:00:00Z,108000.0,38.520319,-121.504727,108000.0,108000.0,0.12052117263843648,-0.9310320564073636,0.13912744761250428,-0.5936265773363557,1,2,0.0,0.0,1.0,0.0
3715 DIDCOT CIR,95838,CA,SACRAMENTO,4,2,1064,2008-05-16T00:00:00Z,109000.0,38.635232,-121.460098,109000.0,109000.0,0.12165336902016327,-0.9236364972832094,0.1827550669872896,-0.2960675221356631,1,2,0.0,0.0,1.0,0.0
2426 RASHAWN DR,95670,CA,RANCHO CORDOVA,2,1,911,2008-05-16T00:00:00Z,115000.0,38.610852,-121.273278,115000.0,115000.0,0.1284465473105241,-0.8792631425382847,0.15647543799381655,-0.4753058506620645,1,2,0.0,0.0,1.0,0.0
4800 WESTLAKE PKWY Unit 410,95835,CA,SACRAMENTO,1,1,846,2008-05-16T00:00:00Z,115000.0,38.658812,-121.542345,115000.0,115000.0,0.1284465473105241,-0.8792631425382847,0.14531088972861558,-0.5514528529772024,1,2,1.0,0.0,0.0,0.0
3409 VIRGO ST,95827,CA,SACRAMENTO,3,2,1320,2008-05-16T00:00:00Z,115500.0,38.563402,-121.327747,115500.0,115500.0,0.1290126455013875,-0.8755653629762077,0.2267262109240811,0.0038345177516490147,1,2,0.0,0.0,1.0,0.0
1110 PINEDALE AVE,95838,CA,SACRAMENTO,3,2,1410,2008-05-16T00:00:00Z,115620.0,38.660173,-121.440216,115620.0,115620.0,0.12914850906719472,-0.8746778958813092,0.2421848162143593,0.1092688286495322,1,2,0.0,0.0,1.0,0.0
2361 LA LOMA DR,95670,CA,RANCHO CORDOVA,3,2,1115,2008-05-16T00:00:00Z,116000.0,38.59368,-121.316054,116000.0,116000.0,0.12957874369225092,-0.8718675834141306,0.19151494331844726,-0.2363214126268627,1,2,0.0,0.0,1.0,0.0
1455 64TH AVE,95822,CA,SACRAMENTO,3,2,1169,2008-05-16T00:00:00Z,122000.0,38.49217700000001,-121.503392,122000.0,122000.0,0.13637192198261172,-0.8274942286692059,0.20079010649261425,-0.17306082608813275,1,2,0.0,0.0,1.0,0.0
7328 SPRINGMAN ST,95822,CA,SACRAMENTO,3,2,1164,2008-05-16T00:00:00Z,,38.491991,-121.477636,166036.38095238095,145000.0,0.18622975316124046,-0.5018205697220987,0.1999312950875988,-0.17891828780468186,1,4,0.0,0.0,1.0,0.0
119 SAINT MARIE CIR,95823,CA,SACRAMENTO,4,2,1341,2008-05-16T00:00:00Z,123000.0,38.481454,-121.446644,123000.0,123000.0,0.13750411836433854,-0.8200986695450518,0.23033321882514604,0.02843585696115509,1,2,0.0,0.0,1.0,0.0
12 COSTA BRASE CT,95838,CA,SACRAMENTO,3,2,1219,2008-05-16T00:00:00Z,124000.0,38.655554,-121.464275,124000.0,124000.0,0.13863631474606533,-0.8127031104208977,0.2093782205427688,-0.11448620892264212,1,2,0.0,0.0,1.0,0.0
6813 SCOTER WAY,95842,CA,SACRAMENTO,4,2,1127,2008-05-16T00:00:00Z,,38.69043,-121.36103500000002,145874.95,156394.0,0.16340305398652008,-0.6509256243579826,0.1935760906904844,-0.2222635045071449,1,3,0.0,0.0,1.0,0.0
6548 GRAYLOCK LN,95660,CA,NORTH HIGHLANDS,3,2,1272,2008-05-16T00:00:00Z,124413.0,38.686061,-121.369949,124413.0,124413.0,0.1391039118517185,-0.809648744502622,0.21848162143593267,-0.05239711472722201,1,2,0.0,0.0,1.0,0.0
1630 GLIDDEN AVE,95822,CA,SACRAMENTO,4,2,1253,2008-05-16T00:00:00Z,125000.0,38.482717,-121.499683,125000.0,125000.0,0.13976851112779215,-0.8053075512967436,0.215218138096874,-0.07465546925010846,1,2,0.0,0.0,1.0,0.0
7825 DALEWOODS WAY,95828,CA,SACRAMENTO,3,2,1120,2008-05-16T00:00:00Z,130000.0,38.477297,-121.411513,130000.0,130000.0,0.14542949303642616,-0.7683297556759731,0.19237375472346271,-0.2304639509103136,1,3,0.0,0.0,1.0,0.0
4073 TRESLER AVE,95660,CA,NORTH HIGHLANDS,2,2,1118,2008-05-16T00:00:00Z,131750.0,38.659016,-121.370457,131750.0,131750.0,0.14741083670444807,-0.7553875272087034,0.19203023016145654,-0.2328069355969332,1,3,0.0,0.0,1.0,0.0
4288 DYMIC WAY,95838,CA,SACRAMENTO,4,3,1890,2008-05-16T00:00:00Z,137721.0,38.646541,-121.441139,137721.0,137721.0,0.1541711812997388,-0.7112286436783791,0.3246307110958433,0.6715851534382424,1,3,0.0,0.0,1.0,0.0
1158 SAN IGNACIO WAY,95833,CA,SACRAMENTO,3,2,1260,2008-05-16T00:00:00Z,137760.0,38.623045,-121.486279,137760.0,137760.0,0.15421533695862616,-0.7109402168725372,0.2164204740638956,-0.06645502284693977,1,3,0.0,0.0,1.0,0.0
4904 J PKWY,95823,CA,SACRAMENTO,3,2,1400,2008-05-16T00:00:00Z,138000.0,38.487297,-121.44295,138000.0,138000.0,0.15448706409024054,-0.7091652826827402,0.2404671934043284,0.09755390521643406,1,3,0.0,0.0,1.0,0.0
2931 HOWE AVE,95821,CA,SACRAMENTO,3,1,1264,2008-05-16T00:00:00Z,140000.0,38.619012,-121.415329,140000.0,140000.0,0.15675145685369418,-0.6943741644344319,0.217107523187908,-0.06176905347370053,1,3,0.0,0.0,1.0,0.0
5531 JANSEN DR,95824,CA,SACRAMENTO,3,1,1060,2008-05-16T00:00:00Z,145000.0,38.522015,-121.438713,145000.0,145000.0,0.1624124387623282,-0.6573963688136614,0.18206801786327725,-0.3007534915089024,1,3,0.0,0.0,1.0,0.0
7836 ORCHARD WOODS CIR,95828,CA,SACRAMENTO,2,2,1132,2008-05-16T00:00:00Z,145000.0,38.47955,-121.410867,145000.0,145000.0,0.1624124387623282,-0.6573963688136614,0.19443490209549985,-0.21640604279059586,1,3,0.0,0.0,1.0,0.0
4055 DEERBROOK DR,95823,CA,SACRAMENTO,3,2,1466,2008-05-16T00:00:00Z,150000.0,38.472117,-121.459589,150000.0,150000.0,0.16807342067096226,-0.6204185731928907,0.2518035039505325,0.17487239987488173,1,3,0.0,0.0,1.0,0.0
9937 BURLINE ST,95827,CA,SACRAMENTO,3,2,1092,2008-05-16T00:00:00Z,150000.0,38.559641,-121.32316000000002,150000.0,150000.0,0.16807342067096226,-0.6204185731928907,0.18756441085537606,-0.26326573652298835,1,3,0.0,0.0,1.0,0.0
6948 MIRADOR WAY,95828,CA,SACRAMENTO,4,2,1628,2008-05-16T00:00:00Z,151000.0,38.493484,-121.42035,151000.0,151000.0,0.16920561705268902,-0.6130230140687366,0.2796289934730333,0.3646541594910713,1,3,0.0,0.0,1.0,0.0
4909 RUGER CT,95842,CA,SACRAMENTO,3,2,960,2008-05-16T00:00:00Z,155000.0,38.68747000000001,-121.349234,155000.0,155000.0,0.17373440257959624,-0.5834407775721202,0.16489178976296806,-0.4179027258398837,1,3,0.0,0.0,1.0,0.0
7204 KERSTEN ST,95621,CA,CITRUS HEIGHTS,3,2,1075,2008-05-16T00:00:00Z,155800.0,38.695863,-121.300814,155800.0,155800.0,0.17464015968497767,-0.5775243302727969,0.1846444520783236,-0.2831811063592552,1,3,0.0,0.0,1.0,0.0
3150 ROSEMONT DR,95826,CA,SACRAMENTO,3,2,1428,2008-05-16T00:00:00Z,156142.0,38.554927,-121.35521,156142.0,156142.0,0.17502737084752826,-0.5749950490523362,0.2452765372724149,0.13035569082910886,1,3,0.0,0.0,1.0,0.0
8200 STEINBECK WAY,95828,CA,SACRAMENTO,4,2,1358,2008-05-16T00:00:00Z,158000.0,38.474854,-121.404726,158000.0,158000.0,0.17713099172477664,-0.5612541001996578,0.2332531776021985,0.04835122679742191,1,3,0.0,0.0,1.0,0.0
8198 STEVENSON AVE,95828,CA,SACRAMENTO,6,4,2475,2008-05-16T00:00:00Z,159900.0,38.465271,-121.40426,159900.0,159900.0,0.17928216485005755,-0.5472025378637649,0.425111645482652,1.356908174274483,1,3,0.0,1.0,0.0,0.0
6824 OLIVE TREE WAY,95610,CA,CITRUS HEIGHTS,3,2,1410,2008-05-16T00:00:00Z,,38.689239,-121.267737,237509.0,227000.0,0.26715079383949303,0.0267594102027116,0.2421848162143593,0.1092688286495322,2,6,0.0,0.0,1.0,0.0
3536 SUN MAIDEN WAY,95843,CA,ANTELOPE,3,2,1711,2008-05-16T00:00:00Z,161500.0,38.70968,-121.382328,161500.0,161500.0,0.18109367906082047,-0.5353696432651185,0.29388526279629,0.4618880239857859,1,3,0.0,0.0,1.0,0.0
4517 OLYMPIAD WAY,95826,CA,SACRAMENTO,4,2,1483,2008-05-16T00:00:00Z,161600.0,38.536751,-121.359154,161600.0,161600.0,0.18120689869899315,-0.5346300873527029,0.254723462727585,0.19478776971114856,1,3,0.0,0.0,1.0,0.0
925 COBDEN CT,95632,CA,GALT,3,2,1140,2008-05-16T00:00:00Z,162000.0,38.282047,-121.295812,162000.0,162000.0,0.18165977725168386,-0.5316718637030414,0.19580900034352453,-0.20703410404411726,1,3,0.0,0.0,1.0,0.0
8225 SCOTTSDALE DR,95828,CA,SACRAMENTO,4,2,1549,2008-05-16T00:00:00Z,165000.0,38.487864,-121.402476,165000.0,165000.0,0.18505636639686426,-0.509485186330579,0.2660597732737891,0.27210626436959623,1,4,0.0,0.0,1.0,0.0
8758 LEMAS RD,95828,CA,SACRAMENTO,3,2,1410,2008-05-16T00:00:00Z,165000.0,38.467487,-121.377055,165000.0,165000.0,0.18505636639686426,-0.509485186330579,0.2421848162143593,0.1092688286495322,1,4,0.0,0.0,1.0,0.0
6121 ALPINESPRING WAY,95758,CA,ELK GROVE,3,2,1240,2008-05-16T00:00:00Z,167293.0,38.434075,-121.432623,167293.0,167293.0,0.18765249270016385,-0.4925271692588937,0.21298522844383366,-0.08988486971313603,1,4,0.0,0.0,1.0,0.0
5937 YORK GLEN WAY,95842,CA,SACRAMENTO,5,2,1712,2008-05-16T00:00:00Z,168000.0,38.677003000000006,-121.354454,168000.0,168000.0,0.1884529555420447,-0.4872985089581167,0.29405702507729303,0.4630595163290958,1,4,0.0,0.0,1.0,0.0
6417 SUNNYFIELD WAY,95823,CA,SACRAMENTO,4,2,1580,2008-05-16T00:00:00Z,168000.0,38.449153,-121.428272,168000.0,168000.0,0.1884529555420447,-0.4872985089581167,0.2713844039848849,0.3084225270122004,1,4,0.0,0.0,1.0,0.0
4008 GREY LIVERY WAY,95843,CA,ANTELOPE,3,2,1669,2008-05-16T00:00:00Z,168750.0,38.71846,-121.37086200000002,168750.0,168750.0,0.18930210282833976,-0.4817518396150011,0.2866712469941601,0.4126853455667738,1,4,0.0,0.0,1.0,0.0
8920 ROSETTA CIR,95826,CA,SACRAMENTO,3,1,1029,2008-05-16T00:00:00Z,168750.0,38.544374,-121.370874,168750.0,168750.0,0.18930210282833976,-0.4817518396150011,0.17674338715218138,-0.3370697541515066,1,4,0.0,0.0,1.0,0.0
8300 LICHEN DR,95621,CA,CITRUS HEIGHTS,3,1,1103,2008-05-16T00:00:00Z,,38.71641,-121.306239,179974.0,183918.0,0.20200987501684145,-0.3987440840054953,0.18945379594641013,-0.2503793207465804,2,4,0.0,0.0,1.0,0.0
8884 AMBERJACK WAY,95828,CA,SACRAMENTO,3,2,2161,2008-05-16T00:00:00Z,,38.479343,-121.372553,181664.90243902442,165000.0,0.2039243086401579,-0.3862389150445139,0.3711782892476812,0.989059578475202,2,4,0.0,0.0,1.0,0.0
4480 VALLEY HI DR,95823,CA,SACRAMENTO,3,2,1650,2008-05-16T00:00:00Z,173000.0,38.466781,-121.450955,173000.0,173000.0,0.1941139374506787,-0.4503207133373461,0.2834077636551013,0.39042699104388734,1,4,0.0,0.0,1.0,0.0
2250 FOREBAY RD,95726,CA,POLLOCK PINES,3,1,1320,2008-05-16T00:00:00Z,175000.0,38.77491,-120.597599,175000.0,175000.0,0.1963783302141323,-0.4355295950890379,0.2267262109240811,0.0038345177516490147,1,4,0.0,0.0,1.0,0.0
3529 FABERGE WAY,95826,CA,SACRAMENTO,3,2,1200,2008-05-16T00:00:00Z,176095.0,38.553275,-121.346218,176095.0,176095.0,0.19761808525212315,-0.4274314578480892,0.20611473720371007,-0.13674456344552854,1,4,0.0,0.0,1.0,0.0
1792 DAWNELLE WAY,95835,CA,SACRAMENTO,3,2,1170,2008-05-16T00:00:00Z,176250.0,38.68271,-121.501697,176250.0,176250.0,0.1977935756912908,-0.4262851461838453,0.20096186877361727,-0.17188933374482296,1,4,0.0,0.0,1.0,0.0
7800 TABARE CT,95621,CA,CITRUS HEIGHTS,3,2,1199,2008-05-16T00:00:00Z,178000.0,38.70799,-121.302979,178000.0,178000.0,0.1997749193593127,-0.4133429177165756,0.2059429749227069,-0.13791605578883834,1,4,0.0,0.0,1.0,0.0
8531 HERMITAGE WAY,95823,CA,SACRAMENTO,4,2,1695,2008-05-16T00:00:00Z,179000.0,38.448452,-121.428536,179000.0,179000.0,0.2009071157410395,-0.4059473585924215,0.29113706630024044,0.4431441464928289,2,4,0.0,0.0,1.0,0.0
2421 BERRYWOOD DR,95670,CA,RANCHO CORDOVA,3,2,1157,2008-05-16T00:00:00Z,180000.0,38.60868,-121.27849,180000.0,180000.0,0.20203931212276632,-0.39855179946826735,0.19872895912057711,-0.18711873420785047,2,4,0.0,0.0,1.0,0.0
1005 MORENO WAY,95838,CA,SACRAMENTO,3,2,1410,2008-05-16T00:00:00Z,180000.0,38.646206,-121.442767,180000.0,180000.0,0.20203931212276632,-0.39855179946826735,0.2421848162143593,0.1092688286495322,2,4,0.0,0.0,1.0,0.0
1675 VERNON ST Unit 24,95678,CA,ROSEVILLE,3,2,1174,2008-05-16T00:00:00Z,180000.0,38.734136,-121.29963899999998,180000.0,180000.0,0.20203931212276632,-0.39855179946826735,0.20164891789762968,-0.1672033643715837,2,4,0.0,0.0,1.0,0.0
24 WINDCHIME CT,95823,CA,SACRAMENTO,3,2,1593,2008-05-16T00:00:00Z,181000.0,38.44617,-121.427824,181000.0,181000.0,0.20317150850449311,-0.3911562403441132,0.27361731363792513,0.32365192747522803,2,4,0.0,0.0,1.0,0.0
540 HARLING CT,95673,CA,RIO LINDA,3,2,1093,2008-05-16T00:00:00Z,182000.0,38.68279,-121.453509,182000.0,182000.0,0.20430370488622,-0.3837606812199591,0.18773617313637925,-0.2620942441796786,2,4,0.0,0.0,1.0,0.0
1207 CRESCENDO DR,95678,CA,ROSEVILLE,3,2,1770,2008-05-16T00:00:00Z,182587.0,38.72446,-121.292829,182587.0,182587.0,0.2049683041622936,-0.3794194880140807,0.3040192373754724,0.5310060722410649,2,4,0.0,0.0,1.0,0.0
7577 EDDYLEE WAY,95822,CA,SACRAMENTO,4,2,1436,2008-05-16T00:00:00Z,185074.0,38.48291,-121.491509,185074.0,185074.0,0.2077840765636481,-0.3610267324723094,0.2466506355204397,0.13972762957558732,2,5,0.0,0.0,1.0,0.0
8369 FOPPIANO WAY,95829,CA,SACRAMENTO,3,2,1124,2008-05-16T00:00:00Z,185833.0,38.453839,-121.357919,185833.0,185833.0,0.2086434136173788,-0.3554135030970764,0.1930608038474751,-0.22577798153707435,2,5,0.0,0.0,1.0,0.0
8817 SAWTELLE WAY,95826,CA,SACRAMENTO,4,2,1139,2008-05-16T00:00:00Z,186785.0,38.565322,-121.374251,186785.0,186785.0,0.20972126457278267,-0.3483729308108817,0.19563723806252148,-0.2082055963874272,2,5,0.0,0.0,1.0,0.0
1910 BONAVISTA WAY,95832,CA,SACRAMENTO,3,2,1638,2008-05-16T00:00:00Z,187000.0,38.476048,-121.494961,187000.0,187000.0,0.20996468679485394,-0.3467828855991886,0.28134661628306423,0.3763690829241696,2,5,0.0,0.0,1.0,0.0
8 TIDE CT,95833,CA,SACRAMENTO,3,2,1328,2008-05-16T00:00:00Z,188335.0,38.609864,-121.492304,188335.0,188335.0,0.21147616896445925,-0.3369098141684428,0.2281003091721058,0.013206456498127518,2,5,0.0,0.0,1.0,0.0
8952 ROCKY CREEK CT,95758,CA,ELK GROVE,3,2,1273,2008-05-16T00:00:00Z,190000.0,38.431239,-121.44001000000002,190000.0,190000.0,0.21336127594003435,-0.3245962082267262,0.2186533837169357,-0.0512256223839122,2,5,0.0,0.0,1.0,0.0
435 EXCHANGE ST,95838,CA,SACRAMENTO,3,1,1082,2008-05-16T00:00:00Z,190000.0,38.65943400000001,-121.455236,190000.0,190000.0,0.21336127594003435,-0.3245962082267262,0.18584678804534524,-0.2749806599560865,2,5,0.0,0.0,1.0,0.0
10105 MONTE VALLO CT,95827,CA,SACRAMENTO,4,2,1578,2008-05-16T00:00:00Z,190000.0,38.573917,-121.316916,190000.0,190000.0,0.21336127594003435,-0.3245962082267262,0.27104087942287874,0.3060795423255808,2,5,0.0,0.0,1.0,0.0
3930 ANNABELLE AVE,95661,CA,ROSEVILLE,2,1,796,2008-05-16T00:00:00Z,190000.0,38.727609,-121.226494,190000.0,190000.0,0.21336127594003435,-0.3245962082267262,0.136722775678461,-0.6100274701426931,2,5,0.0,0.0,1.0,0.0
4854 TANGERINE AVE,95823,CA,SACRAMENTO,3,2,1386,2008-05-16T00:00:00Z,191250.0,38.478239,-121.446326,191250.0,191250.0,0.21477652141719286,-0.3153517593215336,0.2380625214702851,0.08115301241009668,2,5,0.0,0.0,1.0,0.0
2909 SHAWN WAY,95670,CA,RANCHO CORDOVA,3,2,1452,2008-05-16T00:00:00Z,193000.0,38.589925,-121.299059,193000.0,193000.0,0.2167578650852148,-0.30240953085426386,0.2493988320164892,0.15847150706854435,2,5,0.0,0.0,1.0,0.0
4290 BLACKFORD WAY,95823,CA,SACRAMENTO,3,2,1513,2008-05-16T00:00:00Z,193500.0,38.470494,-121.454162,193500.0,193500.0,0.2173239632760781,-0.2987117512921868,0.2598763311576778,0.2299325400104429,2,5,0.0,0.0,1.0,0.0
5890 TT TRAK,95631,CA,FORESTHILL,0,0,0,2008-05-16T00:00:00Z,,39.020808,-120.821518,,,,,0.0,-1.5425353754173043,6,11,0.0,0.0,1.0,0.0
7015 WOODSIDE DR,95842,CA,SACRAMENTO,4,2,1578,2008-05-16T00:00:00Z,195000.0,38.693071,-121.332365,195000.0,195000.0,0.2190222578486684,-0.2876184126059556,0.27104087942287874,0.3060795423255808,2,5,0.0,0.0,1.0,0.0
6019 CHESHIRE WAY,95610,CA,CITRUS HEIGHTS,4,3,1736,2008-05-16T00:00:00Z,195000.0,38.676437,-121.279165,195000.0,195000.0,0.2190222578486684,-0.2876184126059556,0.29817931982136725,0.4911753325685312,2,5,0.0,0.0,1.0,0.0
3330 VILLAGE CT,95682,CA,CAMERON PARK,2,2,0,2008-05-16T00:00:00Z,195000.0,38.690504,-120.996245,195000.0,195000.0,0.2190222578486684,-0.2876184126059556,0.0,-1.5425353754173043,2,5,0.0,0.0,1.0,0.0
2561 VERNA WAY,95821,CA,SACRAMENTO,3,1,1473,2008-05-16T00:00:00Z,,38.611055,-121.369964,167666.66666666663,140000.0,0.1880755567481357,-0.48976369533283504,0.2530058399175541,0.18307284627805048,1,4,0.0,0.0,1.0,0.0
3522 22ND AVE,95820,CA,SACRAMENTO,3,1,1150,2008-05-16T00:00:00Z,198000.0,38.532725,-121.469078,198000.0,198000.0,0.2224188469938488,-0.2654317352334933,0.1975266231535555,-0.1953191806110192,2,5,0.0,0.0,1.0,0.0
2880 CANDIDO DR,95833,CA,SACRAMENTO,3,2,1127,2008-05-16T00:00:00Z,199900.0,38.618019,-121.510215,199900.0,199900.0,0.2245700201191297,-0.25138017289760045,0.1935760906904844,-0.2222635045071449,2,5,0.0,0.0,1.0,0.0
6908 PIN OAK CT,95628,CA,FAIR OAKS,3,1,1144,2008-05-16T00:00:00Z,200000.0,38.66424,-121.303675,200000.0,200000.0,0.2246832397573024,-0.2506406169851851,0.19649604946753693,-0.2023481346708781,2,5,0.0,0.0,1.0,0.0
5733 ANGELINA AVE,95608,CA,CARMICHAEL,3,1,972,2008-05-16T00:00:00Z,201000.0,38.62263400000001,-121.330846,201000.0,201000.0,0.2258154361390292,-0.24324505786103096,0.16695293713500514,-0.403844817720166,2,5,0.0,0.0,1.0,0.0
7849 BONNY DOWNS WAY,95758,CA,ELK GROVE,4,2,2306,2008-05-16T00:00:00Z,204918.0,38.42139,-121.41133899999998,204918.0,204918.0,0.2302513815626348,-0.21426925721259515,0.3960838199931295,1.1589259682551247,2,5,0.0,0.0,1.0,0.0
8716 LONGSPUR WAY,95843,CA,ANTELOPE,3,2,1479,2008-05-16T00:00:00Z,205000.0,38.724083,-121.3584,205000.0,205000.0,0.2303442216659364,-0.2136628213644145,0.25403641360357265,0.1901018003379093,2,5,0.0,0.0,1.0,0.0
6320 EL DORADO ST,95623,CA,EL DORADO,2,1,1040,2008-05-16T00:00:00Z,205000.0,38.678758,-120.844118,205000.0,205000.0,0.2303442216659364,-0.2136628213644145,0.1786327722432154,-0.32418333837509866,2,5,0.0,0.0,1.0,0.0
2328 DOROTHY JUNE WAY,95838,CA,SACRAMENTO,3,2,1430,2008-05-16T00:00:00Z,205878.0,38.641727,-121.412703,205878.0,205878.0,0.2313382900890925,-0.2071695204534072,0.2456200618344212,0.13269867551572845,2,5,0.0,0.0,1.0,0.0
1986 DANVERS WAY,95832,CA,SACRAMENTO,4,2,1800,2008-05-16T00:00:00Z,207000.0,38.47723,-121.492568,207000.0,207000.0,0.23260861442939001,-0.19887170311610627,0.3091721058055651,0.5661508425403593,2,5,0.0,0.0,1.0,0.0
7901 GAZELLE TRAIL WAY,95843,CA,ANTELOPE,4,2,1953,2008-05-16T00:00:00Z,207744.0,38.71174,-121.342675,207744.0,207744.0,0.23345096853739475,-0.1933694071277356,0.3354517347990381,0.7453891710667607,2,5,0.0,0.0,1.0,0.0
6080 BRIDGECROSS DR,95835,CA,SACRAMENTO,3,2,1120,2008-05-16T00:00:00Z,209000.0,38.681952,-121.50500900000002,209000.0,209000.0,0.2348730071928436,-0.18408058486779805,0.19237375472346271,-0.2304639509103136,2,5,0.0,0.0,1.0,0.0
20 GROTH CIR,95834,CA,SACRAMENTO,3,2,1232,2008-05-16T00:00:00Z,,38.640807,-121.533522,250256.09523809524,232500.0,0.28158300894559146,0.12103130669726828,0.21161113019580904,-0.09925680845961454,2,7,0.0,0.0,1.0,0.0
1900 DANBROOK DR,95835,CA,SACRAMENTO,1,1,984,2008-05-16T00:00:00Z,210944.0,38.668433,-121.503471,210944.0,210944.0,0.2370739969589205,-0.16970361793044245,0.16901408450704225,-0.3897869096004482,2,5,1.0,0.0,0.0,0.0
140 VENTO CT,95678,CA,ROSEVILLE,3,2,0,2008-05-16T00:00:00Z,212500.0,38.793533,-121.289685,212500.0,212500.0,0.23883569452888745,-0.15819612793325866,0.0,-1.5425353754173043,2,5,1.0,0.0,0.0,0.0
8442 KEUSMAN ST,95758,CA,ELK GROVE,4,2,2329,2008-05-16T00:00:00Z,213750.0,38.449651,-121.414704,213750.0,213750.0,0.24025094000604594,-0.148951679028066,0.4000343524562006,1.1858702921512505,2,6,0.0,0.0,1.0,0.0
9552 SUNLIGHT LN,95758,CA,ELK GROVE,3,2,1351,2008-05-16T00:00:00Z,215000.0,38.410561,-121.404327,215000.0,215000.0,0.24166618548320445,-0.13970723012287334,0.2320508416351769,0.04015078039425322,2,6,0.0,0.0,1.0,0.0
2733 YUMA CT,95682,CA,CAMERON PARK,2,2,0,2008-05-16T00:00:00Z,215000.0,38.691215,-120.994949,215000.0,215000.0,0.24166618548320445,-0.13970723012287334,0.0,-1.5425353754173043,2,6,0.0,0.0,1.0,0.0
